id,Age,AnnualIncome,ExperienceYears,EducationLevel,EmploymentStatus,TrainingHours,CertificationsCompleted,PolicySales,CustomerInteractions,LeadConversions,ClientRetentionRate,CustomerFeedbackScore,Region,WorkHoursPerWeek,CommissionEarned,PolicyTypesSold,AverageResponseTime,CompetitorExperience,CompanyTrainingParticipation,ConfidenceScore
245,22,38346,6,Bachelor,Unemployed,72,3,92,726,258,0.66,0.588,East,45,19795,3,9.41,1,0,High
246,33,73005,29,Bachelor,Unemployed,184,9,147,907,75,0.91,0.62,South,43,12524,3,1.6,1,0,High
247,26,31773,34,Doctorate,Unemployed,53,0,5,268,71,0.57,0.576,South,27,19303,2,2.41,0,1,Low
248,58,120001,7,High School,Unemployed,186,8,30,541,50,0.65,0.183,West,44,8185,2,9.04,1,0,High
249,53,147580,10,High School,Employed,88,7,104,240,45,0.72,0.791,South,29,2058,4,8.06,0,1,High
250,30,100324,13,Master,Employed,199,1,189,298,209,0.81,0.104,West,45,8985,1,6.99,0,0,High
251,62,57343,22,High School,Employed,68,3,88,940,173,0.62,0.842,East,38,2606,1,8.24,0,1,High
252,56,137398,21,High School,Unemployed,84,2,127,460,178,0.81,0.23,West,43,17968,3,6.31,0,1,Low
253,40,127746,1,Doctorate,Unemployed,93,2,119,606,285,0.59,0.378,South,43,7869,3,5.71,0,0,High
254,37,99783,2,Doctorate,Employed,22,5,41,940,263,0.81,0.431,East,28,4185,1,2.14,1,0,Low
255,24,70963,29,High School,Employed,167,6,101,448,34,0.89,0.496,East,46,8468,1,7.37,0,1,High
256,41,66983,11,Master,Unemployed,113,7,12,929,107,0.51,0.52,West,47,19563,1,5.23,0,1,High
257,45,60972,37,Master,Unemployed,112,6,100,958,262,0.97,0.671,West,57,13373,4,9.77,0,1,High
258,54,41959,7,High School,Unemployed,93,8,154,135,269,0.86,0.508,West,22,18009,2,1.83,0,0,High
259,45,139886,35,Doctorate,Employed,118,1,82,348,62,0.97,0.778,East,58,3851,3,5.77,0,0,High
260,32,114343,30,Doctorate,Employed,52,9,79,871,8,0.63,0.201,South,25,12510,1,5.58,1,1,High
261,29,59133,16,Master,Unemployed,188,3,46,712,89,0.97,0.382,South,55,1989,4,9.06,1,1,High
262,57,114754,15,Master,Unemployed,111,1,184,624,18,0.73,0.322,East,21,18653,3,6.69,1,0,Low
263,59,76150,20,Doctorate,Employed,17,2,77,663,280,0.58,0.382,South,23,18658,4,2.45,0,0,High
264,61,46734,28,Master,Unemployed,46,9,3,761,215,0.87,0.28,North,48,7154,3,6.33,1,0,High
265,41,113364,37,Master,Employed,115,0,102,934,212,0.85,0.884,South,35,15166,3,7.96,0,1,High
266,56,42400,3,High School,Employed,106,7,149,728,78,0.96,0.542,East,48,6381,4,1.31,1,1,High
267,46,45002,29,Doctorate,Unemployed,99,4,110,425,70,0.65,0.661,East,28,18659,1,7.34,0,0,High
268,56,123329,37,Bachelor,Unemployed,117,4,53,111,69,0.81,0.778,South,35,3928,4,1.53,0,1,High
269,46,149438,9,Master,Unemployed,129,7,128,816,269,0.98,0.375,East,21,12183,1,5.49,0,1,High
270,50,61492,27,Doctorate,Unemployed,48,8,178,936,43,0.94,0.886,South,27,3266,3,2.56,1,0,Low
271,39,122753,32,Doctorate,Employed,145,8,113,916,68,0.91,0.504,North,38,15726,4,5.73,0,1,Low
272,39,126762,39,Doctorate,Unemployed,71,9,62,743,127,0.94,0.674,South,26,9353,3,5.41,1,0,Low
273,23,118468,31,Master,Unemployed,48,8,29,282,238,0.92,0.124,South,23,15568,3,6.75,0,0,High
274,56,146281,26,Doctorate,Unemployed,151,1,90,383,214,0.69,0.48,South,49,7398,2,8.22,0,1,Low
275,37,133863,3,Bachelor,Unemployed,61,6,161,179,110,0.51,0.364,East,50,1227,4,7.3,0,0,High
276,62,55875,11,High School,Employed,66,6,28,298,243,0.99,0.132,East,22,19464,4,6.71,0,0,Low
277,57,50046,29,High School,Employed,158,3,67,52,181,0.89,0.416,North,47,11121,2,5.97,1,0,Low
278,54,48664,27,High School,Employed,32,4,198,964,77,0.61,0.855,East,51,19118,1,8.04,1,0,Low
279,25,49453,10,Bachelor,Unemployed,141,5,56,883,209,0.87,0.903,West,47,7226,3,9.45,0,1,High
280,54,29746,35,Master,Unemployed,180,6,32,350,64,0.68,0.613,East,35,8307,4,3.8,1,1,Low
281,35,114509,23,Doctorate,Employed,148,1,109,447,65,0.62,0.985,West,37,19692,2,2.54,0,1,High
282,42,148765,6,High School,Employed,93,9,101,772,48,0.78,0.931,South,55,13191,1,5.77,0,0,High
283,41,38217,11,Bachelor,Unemployed,28,1,192,798,284,0.51,0.703,East,24,8901,2,6.24,1,1,High
284,29,88184,27,Master,Unemployed,74,1,118,824,183,0.99,0.281,North,56,12883,1,4.16,0,1,High
285,28,113898,31,Master,Employed,104,4,161,52,37,0.97,0.209,North,25,7808,3,5.24,0,0,High
286,24,66835,30,Master,Employed,139,5,103,946,142,0.9,0.694,North,22,11890,3,9.07,0,1,Low
287,38,34133,3,Master,Unemployed,114,5,49,485,250,0.53,0.467,North,51,18756,3,3.34,1,1,High
288,54,126345,13,Bachelor,Unemployed,186,2,184,622,264,0.54,0.144,East,45,13419,2,9.54,0,0,High
289,33,65533,21,Master,Unemployed,171,3,85,456,168,0.82,0.912,South,53,3274,4,3.91,0,1,High
290,43,30404,11,Doctorate,Unemployed,13,6,48,446,14,0.9,0.146,West,22,1945,4,2.7,1,1,High
291,43,58339,3,Doctorate,Employed,48,6,175,622,217,0.53,0.812,West,59,3766,4,3.78,1,1,Low
292,51,53725,38,Bachelor,Unemployed,58,5,78,983,170,0.78,0.589,West,49,2805,4,9.11,1,0,High
293,59,99332,31,Master,Unemployed,140,0,183,557,178,0.85,0.483,North,21,11184,2,6.26,0,0,Low
294,59,70380,24,Doctorate,Employed,163,9,86,477,199,0.58,0.711,West,20,10212,4,2.55,1,0,Low
295,29,73073,12,High School,Employed,50,5,139,59,33,0.59,0.535,East,40,1304,1,9.48,0,0,High
296,48,85873,27,High School,Unemployed,74,0,112,788,105,0.97,0.632,West,26,11088,3,9.27,0,0,Low
297,48,111900,21,Master,Employed,131,4,55,976,192,0.7,0.621,North,38,16520,3,8.26,1,1,Low
298,55,66341,25,Bachelor,Employed,153,5,136,466,191,0.64,0.641,South,53,10953,3,3.43,1,0,Low
299,42,26236,30,Master,Employed,195,6,110,969,137,0.52,0.992,North,46,15405,2,8.73,1,0,High
300,51,92916,30,Master,Unemployed,44,7,108,830,7,0.52,0.364,West,37,9314,4,6.42,0,0,High
301,54,130481,10,High School,Employed,153,8,156,787,44,0.63,0.377,North,28,11458,1,7.9,1,0,Low
302,49,39538,3,Doctorate,Unemployed,42,5,164,294,248,0.81,0.426,South,33,18220,1,4.44,1,0,High
303,54,36971,13,Bachelor,Unemployed,168,6,148,68,12,0.8,0.912,South,43,8068,1,4.74,1,0,High
304,26,133601,27,High School,Unemployed,159,3,118,773,112,0.61,0.598,West,26,13421,1,2.36,1,1,High
305,40,124821,18,Bachelor,Unemployed,70,9,0,111,188,0.87,0.935,East,49,1799,4,3.7,1,1,Low
306,25,108453,24,Doctorate,Employed,117,6,75,756,88,0.73,0.782,North,59,17560,4,4.08,1,0,Low
307,56,63655,14,Bachelor,Unemployed,172,9,64,644,250,0.9,0.326,East,24,15040,4,3.38,0,1,High
308,38,102022,39,Bachelor,Unemployed,48,0,154,992,266,0.96,0.614,North,29,8096,2,3.59,1,1,High
309,49,85784,4,Bachelor,Employed,140,2,23,592,78,0.62,0.173,North,30,19808,3,5.3,0,0,High
310,51,147547,16,Master,Employed,105,0,87,452,286,0.72,0.603,South,23,9581,4,6.9,0,0,High
311,50,143177,10,Master,Employed,150,7,176,91,57,0.53,0.272,South,21,11599,2,1.84,0,1,High
312,27,86289,37,High School,Unemployed,23,2,33,268,65,0.88,0.47,North,59,5787,4,2.8,1,1,High
313,56,62410,27,Bachelor,Employed,178,6,102,316,200,0.66,0.619,East,59,12248,3,1.9,0,1,High
314,62,115982,1,Doctorate,Employed,145,1,118,288,275,0.83,0.273,East,40,18278,4,7.75,1,1,Low
315,58,76302,5,Bachelor,Employed,120,4,123,345,17,0.69,0.777,East,29,16377,1,9.04,0,1,High
316,45,46703,13,High School,Employed,28,2,56,892,199,0.57,0.531,East,49,18399,3,8.14,0,1,Low
317,50,69191,3,High School,Employed,118,9,49,514,223,0.5,0.886,West,28,8715,3,5.56,1,1,High
318,52,143454,17,Master,Unemployed,151,2,173,915,177,0.82,0.379,West,26,5504,1,1.95,0,0,High
319,56,79112,19,Doctorate,Employed,187,4,9,419,60,0.97,0.789,West,38,9559,3,7.82,1,1,Low
320,54,36399,37,Master,Employed,108,7,127,762,27,0.95,0.122,North,35,5499,2,9.98,1,1,Low
321,42,129365,5,Master,Employed,70,1,90,472,43,0.97,0.597,North,48,10704,2,7.44,0,0,High
322,53,37685,24,High School,Unemployed,173,3,6,539,101,0.84,0.861,North,37,10293,1,1.32,1,1,High
323,44,112777,33,Master,Unemployed,76,3,141,392,281,0.71,0.848,East,33,9300,3,4.8,0,1,High
324,54,29487,21,High School,Employed,86,4,142,953,146,0.76,0.609,South,29,1200,1,3.19,0,1,Low
325,24,37018,3,High School,Employed,101,5,50,894,273,0.86,0.659,North,31,18507,1,8.8,0,1,Low
326,39,55825,4,Master,Unemployed,54,8,182,723,292,0.65,0.79,West,54,7073,4,6.77,1,1,High
327,46,32750,32,High School,Unemployed,100,4,124,987,240,0.6,0.588,South,40,13671,1,9.48,0,1,Low
328,63,83956,24,Doctorate,Unemployed,81,9,107,812,282,0.53,0.821,South,41,6086,2,8.51,1,1,High
329,52,75229,35,High School,Employed,144,7,159,770,120,0.74,0.642,South,52,10965,2,7.65,1,0,High
330,24,108220,18,Doctorate,Employed,122,4,186,737,97,0.55,0.236,West,29,8794,4,4.26,0,0,High
331,61,68118,3,Master,Employed,31,2,100,669,126,0.73,0.79,West,35,6696,4,4.0,1,1,High
332,45,84615,39,High School,Employed,111,5,72,151,203,0.91,0.422,East,37,2520,2,8.08,1,0,Low
333,53,104946,26,Master,Unemployed,146,3,38,960,246,0.58,0.896,West,41,8488,3,8.9,1,1,High
334,43,146337,24,Doctorate,Unemployed,69,4,174,336,295,0.56,0.447,West,25,12237,4,1.79,1,1,High
335,44,146869,1,Doctorate,Unemployed,51,7,32,96,97,0.62,0.319,East,54,15022,3,3.8,1,1,High
336,23,82290,34,High School,Unemployed,68,3,32,97,84,0.54,0.373,North,26,1210,1,2.79,1,1,Low
337,48,40105,12,High School,Unemployed,177,6,37,436,24,0.68,0.264,West,45,5477,1,1.3,1,1,High
338,63,43913,17,Master,Employed,38,2,20,350,126,0.8,0.504,South,57,12853,1,1.08,0,1,High
339,23,126564,21,Master,Unemployed,192,3,68,227,151,0.74,0.773,North,29,14407,4,4.55,0,1,High
340,47,74515,21,High School,Unemployed,110,7,170,340,276,0.86,0.694,West,55,2415,3,4.22,1,0,Low
341,38,72342,3,Doctorate,Employed,123,7,10,85,66,0.56,0.884,South,29,10138,2,6.83,0,1,High
342,61,137016,28,Doctorate,Unemployed,121,8,187,459,289,0.67,0.118,South,35,4258,2,1.15,1,1,High
343,54,140533,25,Bachelor,Unemployed,51,3,173,779,294,0.71,0.784,North,56,2908,4,9.57,0,1,High
344,30,77184,6,High School,Unemployed,38,9,125,176,8,0.73,0.648,North,25,9816,1,8.75,0,1,High
345,64,108247,30,Master,Employed,30,3,199,613,56,0.53,0.968,West,43,5296,1,1.78,1,0,High
346,60,85506,32,Doctorate,Employed,106,4,55,329,102,0.53,0.848,West,37,5461,4,9.55,0,1,High
347,50,49967,22,Bachelor,Unemployed,132,4,40,311,34,0.54,0.353,South,31,2666,4,9.8,0,0,Low
348,63,61023,38,Doctorate,Unemployed,72,2,106,888,241,0.57,0.878,West,42,16829,3,1.01,0,1,High
349,47,79288,14,Master,Unemployed,47,0,42,357,191,0.5,0.888,South,38,4596,2,6.23,1,0,Low
350,56,146796,34,Bachelor,Unemployed,149,9,51,77,170,0.65,0.842,East,45,10418,2,2.65,1,0,High
351,46,149939,26,Doctorate,Unemployed,42,0,47,94,290,0.71,0.573,South,44,11582,4,9.35,1,1,Low
352,45,126541,13,Master,Employed,10,7,11,639,227,0.77,0.864,East,47,10662,1,8.29,0,0,High
353,34,51622,30,Bachelor,Unemployed,37,3,134,600,230,0.51,0.384,West,46,17653,1,1.48,1,0,High
354,28,70201,19,Bachelor,Employed,199,9,98,518,214,0.72,0.414,East,57,12224,3,9.87,1,1,High
355,57,100033,39,Doctorate,Unemployed,87,1,43,700,138,0.97,0.683,North,22,1258,3,6.85,0,0,High
356,41,41350,3,High School,Unemployed,126,5,133,765,247,0.88,0.125,East,58,4848,2,5.88,0,1,High
357,22,79820,31,Master,Employed,68,8,146,931,263,0.66,0.686,West,55,11558,4,5.47,0,0,High
358,29,73709,12,Master,Employed,58,4,105,298,119,0.76,0.388,North,43,9204,3,9.08,1,0,Low
359,37,113232,15,Doctorate,Unemployed,54,2,105,739,298,0.85,0.906,East,58,11712,2,8.14,0,0,High
360,35,52470,38,Master,Employed,132,3,143,557,183,0.58,0.472,North,22,1100,4,4.68,0,0,High
361,33,55889,14,Master,Employed,143,1,138,211,30,0.54,0.774,North,23,9495,2,5.59,0,1,High
362,44,35224,35,High School,Unemployed,124,6,99,852,210,0.81,0.345,South,24,8096,2,2.4,1,0,High
363,36,132260,16,High School,Employed,29,3,58,677,192,0.87,0.396,West,36,19650,1,8.95,0,1,High
364,49,30465,24,Bachelor,Employed,94,3,91,504,92,0.76,0.267,South,27,4168,2,1.9,0,1,Low
365,55,107418,17,Doctorate,Employed,153,7,123,294,153,0.85,0.317,East,28,17970,4,6.69,0,1,High
366,23,122739,18,High School,Employed,149,9,115,840,100,0.86,0.197,North,29,9430,3,2.92,0,1,Low
367,53,118480,17,Bachelor,Unemployed,61,4,86,178,260,0.82,0.655,South,56,1343,1,4.31,0,0,High
368,44,80214,16,Master,Unemployed,157,2,162,965,85,0.97,0.856,East,29,19188,3,6.53,0,1,High
369,43,120373,21,Bachelor,Employed,195,5,59,721,66,0.77,0.355,East,47,4138,3,4.85,0,1,Low
370,46,27944,24,Bachelor,Employed,182,7,162,147,289,0.53,0.372,East,58,3573,3,6.79,0,0,High
371,43,49336,34,High School,Unemployed,106,9,144,743,151,0.78,0.918,North,29,15926,3,6.36,1,0,High
372,43,63624,36,Doctorate,Unemployed,123,0,166,163,235,0.82,0.182,West,56,19736,3,1.68,0,0,High
373,63,90206,27,Doctorate,Employed,11,8,131,965,115,0.67,0.182,North,43,6284,1,6.52,1,0,Low
374,27,69764,39,High School,Unemployed,43,3,175,383,137,0.74,0.794,West,43,16394,3,4.94,1,0,Low
375,36,122332,17,Master,Employed,35,4,198,758,198,0.89,0.326,West,32,18963,4,4.59,0,1,High
376,64,119325,25,Master,Unemployed,170,9,47,265,13,0.86,0.578,South,51,18851,3,3.67,0,0,High
377,58,70420,38,Doctorate,Unemployed,179,2,81,454,173,0.59,0.512,South,58,7865,2,7.74,0,0,High
378,54,114758,21,Master,Employed,103,8,107,893,157,0.62,0.6,South,34,8972,4,3.46,1,1,Low
379,29,129381,4,High School,Unemployed,74,5,61,883,120,0.79,0.177,North,53,3692,3,2.14,0,1,High
380,26,90671,25,Bachelor,Employed,119,0,126,432,88,0.7,0.442,East,27,7779,4,9.5,1,0,High
381,60,40773,30,Doctorate,Unemployed,17,8,22,507,59,0.88,0.676,East,58,4261,4,2.29,1,1,Low
382,25,132596,33,High School,Unemployed,74,4,187,190,47,0.55,0.301,West,21,4562,4,1.9,0,1,Low
383,27,51447,39,Doctorate,Unemployed,119,2,155,784,57,0.66,0.235,East,38,5820,3,7.96,1,0,High
384,53,29033,26,High School,Unemployed,147,3,104,607,283,0.68,0.495,North,34,17337,3,3.3,0,1,High
385,51,80852,25,Bachelor,Unemployed,41,4,41,969,291,0.72,0.949,East,24,4767,1,4.01,0,0,High
386,56,45497,16,Doctorate,Employed,60,0,165,425,38,0.88,0.954,North,30,14278,1,9.71,0,1,Low
387,61,104714,24,Bachelor,Unemployed,194,9,82,971,236,0.51,0.865,North,59,1513,2,4.49,1,1,High
388,37,97082,5,High School,Unemployed,177,2,57,82,295,0.57,0.332,North,40,7311,2,3.22,1,1,Low
389,34,98932,39,Master,Employed,75,6,190,602,52,0.78,0.724,North,26,12347,1,3.19,0,0,High
390,63,45978,13,High School,Employed,40,8,186,777,25,0.74,0.966,North,49,13002,1,4.22,1,0,Low
391,51,133867,30,Bachelor,Unemployed,77,5,20,562,248,0.98,0.712,West,48,5305,4,8.31,1,0,High
392,40,37882,7,Bachelor,Employed,193,3,49,314,71,0.53,0.65,West,58,6323,3,3.61,0,1,High
393,38,41945,17,Doctorate,Unemployed,21,3,129,236,298,0.65,0.206,East,29,15717,3,9.51,0,1,Low
394,40,112320,27,Doctorate,Unemployed,40,8,80,170,295,0.89,0.773,South,52,14296,3,4.65,0,1,High
395,49,81485,35,Bachelor,Employed,32,0,74,137,230,0.98,0.791,West,37,8819,2,2.75,0,0,High
396,47,93850,5,Bachelor,Employed,170,5,12,988,274,1.0,0.254,West,59,16134,2,2.45,0,0,High
397,58,143648,5,Doctorate,Unemployed,17,3,55,587,72,0.65,0.459,North,43,15972,3,5.16,0,1,High
398,47,84870,24,High School,Employed,199,2,16,600,77,0.8,0.611,North,50,5323,3,9.19,1,0,High
399,44,43595,7,Doctorate,Unemployed,133,0,44,871,42,0.98,0.323,North,25,18006,3,5.35,0,1,High
400,30,109291,7,High School,Unemployed,89,4,52,422,147,0.99,0.985,West,40,16070,4,3.3,0,1,High
401,33,122847,14,High School,Employed,24,3,87,199,14,0.56,0.25,East,55,7778,3,6.62,0,1,High
402,22,89038,15,Doctorate,Employed,178,9,36,402,248,0.68,0.968,East,26,8597,4,1.5,1,1,Low
403,22,81126,5,Doctorate,Employed,113,3,141,529,143,0.87,0.249,East,24,17085,1,7.11,0,1,Low
404,55,136231,37,Master,Unemployed,189,7,112,786,99,0.78,0.545,West,53,10535,4,7.99,1,0,High
405,53,121134,4,Doctorate,Unemployed,163,1,197,960,119,0.79,0.988,South,43,7194,4,3.09,0,0,High
406,46,60449,30,Master,Employed,87,9,168,519,61,0.72,0.276,West,33,1416,3,2.96,0,1,High
407,61,126110,20,High School,Unemployed,21,9,183,513,298,0.92,0.764,West,48,11267,1,9.13,0,1,Low
408,22,135265,26,Master,Unemployed,36,3,171,404,200,0.53,0.559,East,32,17066,4,5.09,0,0,High
409,37,43639,9,Bachelor,Employed,120,0,149,394,111,0.61,0.48,East,57,2451,1,2.34,1,0,High
410,60,70370,30,Bachelor,Employed,167,1,83,660,297,0.85,0.475,South,33,17352,3,1.38,1,1,High
411,26,121559,22,Master,Employed,13,9,150,586,278,0.91,0.602,South,34,5015,4,8.18,0,1,Low
412,43,99628,30,Master,Employed,63,9,171,671,299,0.99,0.79,South,29,1808,3,1.83,0,0,High
413,50,96918,20,Bachelor,Unemployed,104,2,159,662,249,0.65,0.393,North,30,18575,3,5.08,0,0,High
414,24,67710,28,Master,Employed,171,0,113,418,44,0.61,0.996,North,38,18086,1,3.51,0,1,High
415,33,79051,7,Master,Unemployed,93,1,86,172,11,0.63,0.916,East,36,18301,3,8.65,1,0,Low
416,47,85639,4,High School,Employed,193,6,126,486,151,0.62,0.542,North,24,11315,4,5.75,0,0,High
417,37,28159,28,Doctorate,Unemployed,155,9,83,315,297,0.74,0.581,East,36,10884,1,7.74,0,1,High
418,58,96192,35,Master,Employed,184,9,164,769,268,0.64,0.752,West,50,11018,4,7.62,0,0,Low
419,43,91988,33,Master,Employed,197,5,45,451,206,0.57,0.365,North,56,19330,3,5.92,1,1,Low
420,50,132739,7,Master,Employed,115,1,38,158,168,0.53,0.549,West,30,6688,3,4.7,0,1,High
421,35,43706,9,High School,Unemployed,196,0,106,867,173,0.63,0.41,West,29,12307,1,7.72,1,1,Low
422,49,34862,34,Doctorate,Unemployed,139,9,161,590,47,0.91,0.483,South,53,5130,2,8.2,1,0,High
423,26,35219,39,Bachelor,Employed,130,8,80,962,58,0.92,0.822,West,43,17210,2,8.6,0,1,High
424,51,114017,34,High School,Unemployed,82,0,84,363,225,0.8,0.556,East,32,17235,2,8.26,1,0,Low
425,26,59536,13,Master,Employed,25,9,121,821,251,0.7,0.851,North,53,18979,3,8.44,0,0,High
426,33,96632,29,High School,Unemployed,195,4,0,117,218,0.63,0.273,South,34,19740,1,8.45,1,0,High
427,37,128489,35,High School,Employed,149,8,108,998,154,0.52,0.697,North,54,16123,1,8.72,0,1,Low
428,47,102391,10,Master,Unemployed,142,8,165,128,220,1.0,0.876,South,35,18116,1,4.61,0,1,High
429,47,87886,30,Doctorate,Unemployed,176,5,97,816,157,0.69,0.268,North,53,18889,3,7.04,1,1,High
430,42,133798,26,High School,Unemployed,152,2,156,693,280,0.69,0.532,West,42,3459,3,9.83,0,1,Low
431,60,104996,35,Bachelor,Unemployed,81,1,193,62,34,0.7,0.915,North,52,8422,4,1.28,1,0,Low
432,57,58937,28,Bachelor,Unemployed,97,2,147,227,203,0.89,0.956,West,49,8190,4,5.96,0,1,Low
433,54,46094,29,Bachelor,Employed,156,0,41,102,135,0.83,0.788,West,21,18940,4,1.33,1,1,High
434,51,129894,6,High School,Unemployed,110,2,56,105,84,0.97,0.692,North,30,15130,2,6.17,1,1,Low
435,58,140074,3,High School,Unemployed,91,1,114,887,267,0.54,0.256,South,42,1357,2,8.82,0,0,Low
436,44,142118,29,Master,Employed,94,7,76,374,33,0.98,0.979,West,48,14180,4,8.03,0,0,High
437,31,52924,2,High School,Employed,58,9,7,104,6,0.79,0.114,South,37,9575,3,7.65,0,0,High
438,26,108325,22,Bachelor,Employed,132,6,58,850,220,0.96,0.586,South,37,15980,4,2.49,1,0,High
439,57,25123,27,Bachelor,Unemployed,48,0,138,467,298,0.88,0.268,West,59,14462,3,5.94,1,0,High
440,55,78149,22,Master,Employed,87,0,86,630,13,0.99,0.951,North,46,12622,4,4.41,0,0,Low
441,52,138930,10,High School,Unemployed,152,4,35,801,234,0.61,0.695,North,39,13513,2,3.31,1,0,High
442,31,96445,19,High School,Employed,132,3,27,619,104,0.76,0.89,North,44,6938,1,8.83,1,1,High
443,40,56854,24,Bachelor,Unemployed,64,7,80,853,74,0.97,0.49,West,22,19984,2,4.94,0,0,Low
444,53,85796,27,Bachelor,Unemployed,122,7,71,830,58,0.57,0.764,West,50,3994,1,2.2,1,0,Low
445,22,94432,36,High School,Unemployed,193,2,0,909,210,0.89,0.734,East,36,3401,1,7.98,1,1,Low
446,26,83968,17,Master,Unemployed,54,4,92,184,210,0.96,0.876,East,25,16370,1,2.43,1,0,High
447,25,65834,10,Master,Employed,194,6,179,106,86,0.69,0.139,North,50,5516,1,5.76,0,0,High
448,37,132677,17,Bachelor,Employed,76,7,2,698,100,0.72,0.584,North,47,15041,3,6.8,1,1,Low
449,45,42111,10,Master,Unemployed,15,2,12,843,94,0.92,0.779,West,41,4612,2,8.8,0,0,Low
450,37,97575,10,High School,Employed,79,7,96,914,35,0.78,0.985,North,44,10193,1,5.69,0,1,High
451,23,135380,38,Master,Employed,168,9,22,360,225,0.74,0.736,South,47,4789,4,1.41,1,0,High
452,49,49099,17,Bachelor,Unemployed,31,8,33,584,82,0.64,0.638,South,40,15317,3,7.0,0,0,High
453,53,94206,26,Doctorate,Unemployed,94,2,153,918,68,0.77,0.563,South,47,11099,4,3.94,1,1,High
454,48,75293,26,Master,Employed,175,1,4,745,164,0.69,0.385,North,59,16654,4,3.88,1,0,High
455,41,133871,34,Master,Unemployed,111,1,135,203,195,0.74,0.222,North,23,19335,2,2.39,1,1,High
456,45,143719,4,Doctorate,Employed,67,4,80,677,244,0.93,0.93,North,21,7270,4,4.66,0,1,Low
457,33,40029,27,Doctorate,Unemployed,166,9,124,636,184,0.92,0.266,North,50,4203,4,6.46,1,1,Low
458,56,56811,21,High School,Employed,193,0,152,482,171,0.51,0.747,West,58,10402,3,1.04,0,0,High
459,54,40793,36,Bachelor,Employed,119,5,182,638,80,0.77,0.81,South,41,10559,1,6.07,0,0,Low
460,54,131854,38,High School,Unemployed,148,6,27,613,52,0.98,0.873,North,42,4416,2,9.55,1,1,Low
461,64,73106,31,High School,Unemployed,185,4,7,499,135,0.72,0.387,West,30,14555,1,7.85,0,1,Low
462,58,110662,7,Doctorate,Unemployed,95,7,123,750,247,0.56,0.897,South,24,5844,3,4.27,0,1,High
463,33,109764,34,Bachelor,Employed,69,5,18,321,30,0.51,0.556,North,46,16680,3,8.93,0,1,Low
464,24,109131,18,Doctorate,Unemployed,188,0,140,910,295,0.7,0.259,East,46,16780,2,7.17,0,1,High
465,22,25972,24,Bachelor,Employed,176,8,153,709,219,0.94,0.193,South,53,6845,2,2.77,1,1,High
466,54,25360,13,High School,Employed,143,4,166,657,8,0.95,0.183,North,22,15122,1,8.28,0,0,Low
467,61,27632,13,Doctorate,Employed,39,4,50,301,286,0.83,0.686,North,41,8765,1,7.47,1,0,High
468,31,60958,25,High School,Employed,116,0,5,122,233,0.98,0.75,South,54,2848,4,5.34,1,1,High
469,64,128252,5,Bachelor,Employed,138,4,12,693,185,0.54,0.514,North,47,18684,3,1.66,0,0,High
470,50,105882,39,Doctorate,Unemployed,95,2,51,355,245,0.69,0.261,South,35,3784,1,2.15,0,0,Low
471,34,138858,29,Bachelor,Unemployed,18,9,86,859,158,0.9,0.954,North,26,10579,2,6.42,0,0,High
472,33,43008,33,High School,Employed,182,2,35,672,226,0.92,0.475,South,22,15488,3,3.66,0,1,High
473,52,102656,24,Master,Unemployed,145,9,121,545,119,0.55,0.169,East,51,14022,2,6.37,0,1,High
474,23,55283,10,Doctorate,Employed,43,7,106,699,161,0.79,0.318,South,32,7022,3,1.86,0,0,High
475,56,75908,25,High School,Employed,145,8,144,949,100,0.83,0.643,South,49,18437,4,7.72,1,1,High
476,44,32818,10,Master,Employed,149,5,192,105,65,0.61,0.528,West,40,7380,3,9.55,0,1,Low
477,38,95655,39,High School,Unemployed,52,2,42,252,146,0.52,0.553,East,31,11824,3,4.99,1,1,High
478,47,55579,16,High School,Unemployed,114,7,140,883,225,0.51,0.345,West,39,18175,1,9.5,0,0,High
479,29,80178,28,Bachelor,Employed,65,2,91,269,185,0.68,0.102,East,53,1332,1,4.46,0,1,Low
480,50,82584,12,Doctorate,Unemployed,40,6,190,751,162,0.56,0.227,South,29,8612,3,5.7,0,0,High
481,47,90020,32,High School,Unemployed,179,1,182,189,26,0.79,0.945,North,46,17224,2,9.53,0,1,High
482,31,136257,29,Master,Employed,170,5,111,601,98,0.62,0.629,West,24,5413,3,5.8,1,1,Low
483,47,138204,27,Bachelor,Employed,28,7,141,862,138,0.67,0.248,East,30,17974,2,4.51,0,0,High
484,55,120373,26,Master,Unemployed,122,2,198,809,265,0.67,0.269,South,35,1881,4,2.65,0,1,Low
